,final_cell_type_B cells,final_cell_type_CD4,final_cell_type_CD4 Treg,final_cell_type_CD8,final_cell_type_Collagen CAF,final_cell_type_IDO_CD4,final_cell_type_IDO_CD8,final_cell_type_IFN CAF,final_cell_type_Ki67_CD4,final_cell_type_Ki67_CD8,final_cell_type_PD1 CD4,final_cell_type_PDPN CAF,final_cell_type_SMA CAF,final_cell_type_TCF1/7 CD4,final_cell_type_TCF1/7 CD8,final_cell_type_dCAF,final_cell_type_endothelial,final_cell_type_high endothelial venules (HEV),final_cell_type_hypoxic CAF,final_cell_type_hypoxic tCAF,final_cell_type_iCAF,final_cell_type_lymphatic endothelial,final_cell_type_mCAF,final_cell_type_myeloid,final_cell_type_neutrophils,final_cell_type_tCAF,final_cell_type_vCAF,roi_id
final_cell_type_CD4,0.43315490098797405,0.0,0.9280236833904065,-0.03757924171034399,0.0,0.0,0.0,0.0,0.5456635076598023,0.0,0.0,0.0,0.0,0.0,0.9963407044136784,-0.49384975598956954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0780564167893975,0.0,0.0,1.1393293596747271,NSCLC_ALL_86_A_A3_13
final_cell_type_CD4 Treg,0.5759985083038159,0.9280236833904065,1.3313513218861401,0.11870348087518172,0.6381996454631339,0.0,1.20349685479169,0.0,0.6826332982489709,0.0,0.0,0.0,0.0,0.0,0.0,-0.15568051317633755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5559686772426751,0.0,0.0,1.092409546886849,NSCLC_ALL_86_A_A3_13
final_cell_type_CD8,0.0,-0.03757924171034399,0.0,-0.6831662193730549,0.20287483764011355,0.0,0.0,0.0,-0.3585049199970649,0.0,0.0,0.0,0.20787807664705898,0.0,0.2190186372276739,-0.7988868492089835,0.0,0.0,-0.9904254593191355,0.0,-0.3666761987595739,0.0,0.08427590732298325,0.08799853176922943,0.0,0.0,-0.2229757241879184,NSCLC_ALL_86_A_A3_13
final_cell_type_Collagen CAF,0.0,0.18554778334366173,0.3371697497035527,0.1517223492194039,0.8607872087422003,0.0,0.6534966648728878,0.0,-0.12968930677073393,0.0,0.0,0.0,0.0,0.0,0.4335173415028821,-0.4778684369004602,0.0,0.0,-0.6772456339099726,0.0,-0.09172051864468225,0.0,0.30391278161167207,0.5494226659078151,0.0,0.2656312842675412,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234083231367212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38804090351677156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9133436743776112,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_IDO_CD8,0.0,1.1345467810806331,1.20349685479169,0.45241476541396475,0.6534966648728878,0.0,0.0,0.0,0.9494914026340678,0.0,0.0,0.0,0.0,0.0,1.2406227754466663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8920657063725642,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,1.234083231367212,0.0,0.0,0.0,0.0,0.0,0.0,1.1770946641645879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0456132012531467,0.0,0.0,0.9342958782834043,NSCLC_ALL_86_A_A3_13
final_cell_type_Ki67_CD4,0.0,0.5456635076598023,0.0,-0.3585049199970649,0.0,0.0,0.0,0.0,0.5502646680962319,0.0,0.0,0.09600652216908197,0.0,0.0,0.7670039638721962,-0.1684531913639747,0.0,0.0,0.0,0.0,-0.13558255719360082,0.0,0.0,0.2992388294990659,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4603857394264077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8981296594057705,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_PDPN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09600652216908197,0.0,0.0,0.0,0.0,0.0,0.0,-0.33078098805480016,0.0,0.0,-1.698035358379305,0.0,-0.4222785528434404,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_SMA CAF,0.0,0.0,0.0,0.20787807664705898,0.0,0.0,0.0,1.1770946641645879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1592965716118547,0.0,0.0,0.6456125336642096,0.0,0.0,0.861171262851131,NSCLC_ALL_86_A_A3_13
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_TCF1/7 CD8,0.0,0.9963407044136784,0.0,0.2190186372276739,0.0,0.0,0.0,0.0,0.7670039638721962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6368831706633821,0.0,0.0,0.0,0.0,0.6568188217152398,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_dCAF,-0.6482736139614859,-0.49384975598956954,-0.6328005248299694,-0.7988868492089835,-0.4778684369004602,-0.38804090351677156,0.0,0.0,-0.3445441303773824,-0.4603857394264077,0.0,-0.28502359051177123,-0.5392033136771346,0.0,-0.5274400475002843,-0.4858506190092378,0.0,0.0,-0.8875984539216699,-0.7710672851071035,-0.4643678486791141,0.0,-0.19157691789519377,-0.681067621940241,0.0,-0.40873011353335775,-0.9848680174442663,NSCLC_ALL_86_A_A3_13
final_cell_type_endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_hypoxic CAF,-0.5841402953200676,-1.20677530776517,0.0,-0.9360682967906081,-0.6102991393541126,0.0,0.0,0.0,-1.535469100667233,0.0,0.0,-1.698035358379305,0.0,0.0,-0.6368831706633821,-0.8686307581195558,0.0,0.0,0.06725775208535749,-0.16096484426607496,-0.5676907169944213,-0.5434504414765352,0.0,-0.6063570767033449,-0.01402594657257338,-0.6441765106530225,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_hypoxic tCAF,-0.45710006053728125,0.0,0.0,0.0,-0.7237248407858505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6839175754989756,0.0,0.0,-0.1386884810120584,0.21736884842924087,-0.5607330463817602,0.0,0.0,-0.396150187107557,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_iCAF,0.0,0.0,0.0,-0.2527330796044063,-0.09172051864468225,0.0,0.0,0.0,-0.13558255719360082,0.0,0.0,-0.29734010331519256,-0.1592965716118547,0.0,0.0,-0.49301294386641137,0.0,0.0,-0.537124834406499,-0.5607330463817602,-0.30260138738671233,0.0,-0.2870022839642525,-0.2945744966502645,0.0,0.0,-0.6004992435752666,NSCLC_ALL_86_A_A3_13
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.844478919272556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_mCAF,0.0,0.0,0.0,0.3853057241412666,0.30391278161167207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19157691789519377,0.0,0.0,0.0,0.0,0.014027291208626943,0.0,0.0,0.5213843101222012,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_myeloid,-0.22494051918095376,0.22297331897184106,0.0,0.20450401739632523,0.5080299930059536,0.7884049554426815,0.41494456301785654,1.0456132012531467,0.2992388294990659,0.0,0.0,0.0,1.013589262836724,0.0,0.6568188217152398,-0.5645625431703337,0.0,0.0,-0.5552047491950723,-0.396150187107557,-0.2623898744055424,0.0,0.04426331687735471,0.7452065793754779,0.253785333090961,0.0,0.849991896000053,NSCLC_ALL_86_A_A3_13
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01402594657257338,0.0,0.0,0.0,0.0,0.253785333090961,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.2656312842675412,0.0,0.0,0.0,0.0,0.8981296594057705,0.0,0.0,0.0,0.0,0.0,-0.40873011353335775,0.0,0.0,-0.5192382525657979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_13
final_cell_type_vCAF,0.7359697356332899,1.1393293596747271,1.092409546886849,-0.2229757241879184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861171262851131,0.0,0.0,-0.6838401189007659,0.0,0.0,0.0,0.0,-0.2994701133852183,0.0,0.0,0.7774412400054177,0.0,0.0,1.278006315572983,NSCLC_ALL_86_A_A3_13
final_cell_type_B cells,0.0,0.0,0.0,0.0,-0.6195962644775486,0.0,0.0,0.0,0.0,0.0,0.0,0.34322924678685607,-0.31046235225452007,0.0,0.0,-0.08257476126754154,0.0,0.0,-0.03591988822708289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_Collagen CAF,-0.7744974492817858,0.0,0.0,0.0,-0.35547040641992905,0.0,0.0,0.0,0.0,0.0,0.0,-0.8420122342096557,-0.5806578683953693,0.0,0.0,-0.42335235229709983,-0.5654432261348971,0.0,-0.7822460609901057,0.0,0.0,0.0,-0.408022706853797,-0.2274918222192968,-0.3594119059127274,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_PDPN CAF,0.21829057585865175,0.0,0.0,0.0,-0.8700407565741264,0.0,0.0,0.0,0.0,0.0,0.0,0.3161663145779321,-0.5602659736528763,0.0,0.0,-0.20694863929967144,0.0,0.0,0.3169636809002281,0.0,0.0,0.0,0.0,0.17479104001588286,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_SMA CAF,-0.31046235225452007,0.0,0.0,0.0,-0.574127025917675,0.0,0.0,0.0,0.0,0.0,0.0,-0.5602659736528763,-0.43699896347388606,0.0,0.0,-0.5606371013422838,0.0,0.0,-0.6387381973009438,0.0,0.0,0.0,-0.6550913976492655,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_dCAF,-0.08257476126754154,0.0,0.0,0.0,-0.43914657684468283,0.0,0.0,0.0,0.0,0.0,0.0,-0.11003876617399609,-0.4637274041629082,0.0,0.0,-0.1560933377498216,0.0,0.0,-0.18846239717322705,0.0,0.0,0.0,0.0,0.05112018424337431,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_endothelial,0.0,0.0,0.0,0.0,-0.5654432261348971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_hypoxic CAF,-0.03591988822708289,0.0,0.0,0.0,-0.6933054647743284,0.0,0.0,0.0,0.0,0.0,0.0,0.3839104406273011,-0.8148285112255549,0.0,0.0,-0.10928126283649274,0.0,0.0,0.33546351765054694,0.0,0.0,0.0,0.0,0.09739878317030226,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_mCAF,0.0,0.0,0.0,0.0,-0.4872037306539124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6550913976492655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_myeloid,0.0,0.0,0.0,0.0,-0.2786442530053595,0.0,0.0,0.0,0.0,0.0,0.0,0.17479104001588286,0.0,0.0,0.0,0.35214998687316984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,-0.29246525821997266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_vCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_14
final_cell_type_B cells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_Collagen CAF,0.0,0.0,0.0,0.0,-0.06556680552950894,0.0,0.0,0.0,0.0,0.0,0.0,-0.5054454891968968,-1.1265333155318193,0.0,0.0,-0.7052905333583862,0.0,0.0,0.0,0.0,-0.5640751195854474,0.0,0.0,-0.39748335593721673,-0.2459524536691051,0.0,-0.33561160654786093,NSCLC_ALL_86_A_A3_2
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_PDPN CAF,0.0,0.0,0.0,0.0,-0.7221536993046398,0.0,0.0,0.0,0.0,0.0,0.0,-0.1718204805064513,-0.4796438611908591,0.0,0.0,-0.7115029182697358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6077647451119325,0.0,-0.7401811576281523,-0.856725816475876,NSCLC_ALL_86_A_A3_2
final_cell_type_SMA CAF,0.0,0.0,0.0,0.0,-1.205713399202355,0.0,0.0,0.0,0.0,0.0,0.0,-0.475641130759876,-0.08857329776218192,0.0,0.0,-0.8263154482393275,-0.12126527951922347,0.0,0.0,0.0,0.0,0.0,0.0,-0.8908441756141232,-0.8048691456776127,-0.6923430310563378,-1.0720513787234978,NSCLC_ALL_86_A_A3_2
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_dCAF,0.0,0.0,0.0,0.0,-0.7052905333583862,0.0,0.0,0.0,0.0,0.0,0.0,-0.5934041383468127,-0.86770784225907,0.0,0.0,0.008368115784050554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3605225618819736,0.0,0.0,-0.9518550454400432,NSCLC_ALL_86_A_A3_2
final_cell_type_endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024355381347586767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.2140748043849569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1238088823087793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9899621966131547,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_mCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_myeloid,0.0,0.0,0.0,0.0,-0.5735740726956501,0.0,0.0,0.0,0.0,0.0,0.0,-0.7046743180833436,-0.8328526508563486,0.0,0.0,-0.3605225618819736,0.0,0.0,0.0,0.0,0.08131707525089756,0.0,0.0,-0.705957268416681,0.0,0.0,-0.34302860819653713,NSCLC_ALL_86_A_A3_2
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4391523557765289,-0.6923430310563378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_2
final_cell_type_vCAF,0.0,0.0,0.0,0.0,-0.17591105308979477,0.0,0.0,0.0,0.0,0.0,0.0,-0.6193662154433562,-1.0051053214754817,0.0,0.0,-0.9518550454400432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27608195524906404,0.0,0.0,-0.19399892842164368,NSCLC_ALL_86_A_A3_2
final_cell_type_B cells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7678291070361986,0.0,0.0,-0.9394144868238654,0.0,0.0,0.0,0.0,-0.6614626969184504,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_3
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_86_A_A3_3
