,final_cell_type_B cells,final_cell_type_CD4,final_cell_type_CD4 Treg,final_cell_type_CD8,final_cell_type_Collagen CAF,final_cell_type_IDO_CD4,final_cell_type_IDO_CD8,final_cell_type_IFN CAF,final_cell_type_Ki67_CD4,final_cell_type_Ki67_CD8,final_cell_type_PD1 CD4,final_cell_type_PDPN CAF,final_cell_type_SMA CAF,final_cell_type_TCF1/7 CD4,final_cell_type_TCF1/7 CD8,final_cell_type_dCAF,final_cell_type_endothelial,final_cell_type_high endothelial venules (HEV),final_cell_type_hypoxic CAF,final_cell_type_hypoxic tCAF,final_cell_type_iCAF,final_cell_type_lymphatic endothelial,final_cell_type_mCAF,final_cell_type_myeloid,final_cell_type_neutrophils,final_cell_type_tCAF,final_cell_type_vCAF,roi_id
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_dCAF,-0.9494407810409835,0.0,0.0,-0.8198806511828135,-0.8074946130218962,-0.1828669286571382,-0.7556984694475763,-0.8143861102518367,0.0,-0.6469672602537118,0.0,-0.5281679903883434,-0.7277274470392631,0.0,0.0,-0.4527376150706752,0.0,0.0,-0.6269710707614727,0.0,-0.6694309531308302,0.0,-0.1688066230741123,-0.8188480481771319,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.1502966458001893,0.33451259271661415,0.40411326111985774,0.900516185324501,-0.4199397679836343,0.0,0.2659096056715453,0.0,-0.7801937405507178,0.0,0.0,0.0,-0.8488185938892463,0.0,0.0,0.7279864623801613,0.0,-0.7139242815521496,0.0,0.0,-0.1828822114631919,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_iCAF,-0.5144449721952187,0.0,-0.0139065430270586,-1.3379981052447487,-0.15052901720616474,0.0,-0.14550778328554456,-0.3073374284669452,0.0,-0.5146042108681199,0.0,-1.2682178737067227,-0.42873454303784636,0.0,0.0,-0.7186487323585178,0.0,0.0,-1.1910410412030359,0.0,-0.31848216636369614,0.0,0.0,-0.6310037810070889,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_mCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01218813460226947,0.0,0.0,-0.1688066230741123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_myeloid,-0.3294718019905336,0.0,0.0,-0.11250785340611248,-0.4427694846007833,0.0,0.0,-0.29419911902256596,0.0,0.0,0.0,-0.6580839605220408,-0.5845334247104114,0.0,0.0,-0.8784333173153442,0.0,0.0,-0.12218445741935517,0.0,-0.6946725676821144,0.0,0.0,0.10618367049387786,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25425863630666895,0.0,0.0,0.0,0.07132414005980481,-0.17834844368705685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_vCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_3
final_cell_type_B cells,0.0,0.0,0.0,0.27516442735460445,-1.038156806120722,0.0,0.0,0.0,0.0,0.0,0.0,0.015427740288006192,-0.27766137666916285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8773932485208363,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_CD8,0.27516442735460445,0.0,0.0,0.0,-0.5316932326994805,0.0,0.0,-0.5881489587746705,0.0,0.0,0.0,0.0,-0.7712997104792017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46766723361195905,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_Collagen CAF,-0.7371291813516668,0.0,0.0,-0.5316932326994805,-0.31676937048008597,0.0,0.0,-0.7738803585624481,0.0,0.0,0.0,-0.8982805951617588,-0.7163954917803761,0.0,0.0,-0.6131514280145158,-0.6994739931690493,0.0,0.0,0.0,0.0,0.0,-0.5710039390828492,-0.5192991435280865,0.0,0.0,-0.6627664610828422,NSCLC_ALL_176_C_C1_4
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_IFN CAF,0.0,0.0,0.0,-0.5881489587746705,-0.6895599282039091,0.0,0.0,-0.7985231005260295,0.0,0.0,0.0,-0.8567521706026914,-0.5313805736374883,0.0,0.07096161044644513,-0.7480699399173137,0.0,0.0,0.0,0.0,0.0,0.0,-0.5283800959371888,0.11370150217652013,0.0,0.0,-0.4449721692278044,NSCLC_ALL_176_C_C1_4
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_PDPN CAF,0.015427740288006192,0.0,0.0,0.0,-0.8982805951617588,0.0,0.0,-0.8567521706026914,0.0,0.0,0.0,0.0,-0.7980294532397965,0.0,0.0,-0.03051710080043894,0.0,0.0,0.0,0.0,0.0,0.0,-0.4361746122187144,0.0,-0.09957710312178988,0.0,-0.20342949363375185,NSCLC_ALL_176_C_C1_4
final_cell_type_SMA CAF,-0.27766137666916285,0.0,0.0,-0.7712997104792017,-0.6905883585801523,0.0,0.0,-0.5577094200931654,0.0,0.0,0.0,-0.8649757882360167,-0.3748343890715925,0.0,-0.7051590514613381,-0.7559075407932345,-0.47417023039929523,0.0,0.0,0.0,0.0,0.0,-0.5641179440286325,0.0,-0.821322694433428,0.0,-0.5625294423463301,NSCLC_ALL_176_C_C1_4
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7051590514613381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083659320789878,NSCLC_ALL_176_C_C1_4
final_cell_type_dCAF,0.0,0.0,0.0,0.0,-0.5462048929718424,0.0,0.0,-0.7480699399173137,0.0,0.0,0.0,-0.03051710080043894,-0.6889611048291737,0.0,0.0,0.07708243114300684,0.0,0.0,0.0,0.0,0.0,0.0,-0.4521208410076189,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_endothelial,0.0,0.0,0.0,0.0,-0.5745358000595435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47417023039929523,0.0,0.0,0.0,0.7965475806388618,0.0,0.0,0.0,0.0,0.0,-0.7146696563537779,0.0,0.5154742707023408,0.0,0.11670715328028694,NSCLC_ALL_176_C_C1_4
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_mCAF,-0.5763648902327136,0.0,0.0,-0.592605545277848,-0.5284517393445997,0.0,0.0,-0.554708943028126,0.0,0.0,0.0,-0.4361746122187144,-0.5463892407422222,0.0,0.0,-0.3851742270913434,-0.7146696563537779,0.0,0.0,0.0,0.0,0.0,-0.5795323182259291,0.0,-0.6938747455832541,0.0,-1.1037215884488893,NSCLC_ALL_176_C_C1_4
final_cell_type_myeloid,0.0,0.0,0.0,0.0,-0.5192991435280865,0.0,0.0,0.11370150217652013,0.0,0.0,0.0,0.0,-0.6612010434449611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09957710312178988,-0.5994750960615831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6938747455832541,0.0,0.0,0.0,-0.1638461267228602,NSCLC_ALL_176_C_C1_4
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_4
final_cell_type_vCAF,0.0,0.0,0.0,0.0,-0.7207581226614352,0.0,0.0,-0.621062823324151,0.0,0.0,0.0,-0.5044587955310208,-0.594714003714779,0.0,0.4083659320789878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4047460696509446,0.0,-0.1638461267228602,0.0,-0.2684852442099758,NSCLC_ALL_176_C_C1_4
final_cell_type_B cells,-0.14464771999312334,0.0,0.0,0.0,-0.4823690027750436,0.0,0.0,-0.5493807895386574,0.0,0.0,0.0,-0.5578229036302136,-0.7047009998339454,0.0,0.0,-0.35411652563192986,-0.7710155500891855,0.0,-0.08251570134820121,0.0,0.0,0.04455123801992846,-0.6118772069174907,-0.47654806734553823,-0.5965880396970111,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_Collagen CAF,-0.5576197057063258,0.0,0.0,0.0,-0.0935308175523334,0.0,0.0,-0.7558921318156462,0.0,0.0,0.0,-0.2791682008366002,-0.856551173262539,0.0,0.0,-0.44876376978498467,-0.33273427024754165,0.0,-0.26376336682364876,0.0,-0.3679797881284415,-0.1333162933299111,-0.4092907664905967,-0.6753107247928815,0.0,0.0,-0.3017158686498969,NSCLC_ALL_176_C_C1_5
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_IFN CAF,-0.6585248193240925,0.0,0.0,0.0,-0.7310686856226927,0.0,0.0,0.015540423084991007,0.0,0.0,0.0,-0.8163427075970556,-0.7115467956053688,0.0,0.0,-0.5670598140513483,-0.3315112633735652,0.0,0.0,0.0,0.0,0.0,-0.8084756315671093,-0.1090076826906525,-0.45784104296360795,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_PDPN CAF,-0.5578229036302136,0.0,0.0,0.0,-0.3289128601232397,0.0,0.0,-1.1173698579772033,0.0,0.0,0.0,-0.1609545031523112,-0.5481997890830737,0.0,0.0,-0.5863805511717363,-0.6187435141002151,0.0,-0.6502503061700908,0.0,-0.613162791225243,-0.16903314671204417,-0.209291926276223,-0.764932361409752,-1.2894672224206543,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_SMA CAF,-0.6747379231443461,0.0,0.0,0.0,-0.8712743224522312,0.0,0.0,-0.8084562497948468,0.0,0.0,0.0,-0.5104113560737593,0.12313326233656263,0.0,0.0,-0.1482679759806376,-0.25200794418050587,0.0,-0.9438060806237643,0.0,-0.20780752355552073,-0.16472629006964634,-0.18552525888757698,-0.8953087676854817,-0.5826916404400975,0.0,-0.7683325156236287,NSCLC_ALL_176_C_C1_5
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_dCAF,-0.4430573858951763,0.0,0.0,0.0,-0.44876376978498467,0.0,0.0,-0.7431502717727361,0.0,0.0,0.0,-0.5863805511717363,-0.260972075130309,0.0,0.0,-0.09551814256709353,-0.04845394038775895,0.0,-0.5776038424999231,0.0,-0.3644993831785577,0.20047469802986562,-0.36322920528296115,-0.4778095878270269,-0.9153470001266466,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_endothelial,0.0,0.0,0.0,0.0,-0.26827640989917256,0.0,0.0,-0.3315112633735652,0.0,0.0,0.0,-0.6187435141002151,-0.4561274613111474,0.0,0.0,-0.13560400820560584,0.5249572871976029,0.0,0.0,0.0,0.0,0.0,-0.4282306829184095,-0.5942256749691663,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_hypoxic CAF,-0.03675826330454175,0.0,0.0,0.0,-0.13882482950639471,0.0,0.0,0.0,0.0,0.0,0.0,-0.47415969412842196,-0.3417489511867845,0.0,0.0,-0.1004836824861187,0.0,0.0,0.4663975173415342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_iCAF,0.0,0.0,0.0,0.0,-0.4027418099409285,0.0,0.0,0.0,0.0,0.0,0.0,-0.3701255063231996,-0.20780752355552073,0.0,0.0,-0.23956089788839302,0.0,0.0,0.0,0.0,0.0,0.0,-0.48113513771241556,0.0,0.0,0.0,0.07257156538090637,NSCLC_ALL_176_C_C1_5
final_cell_type_lymphatic endothelial,0.04455123801992846,0.0,0.0,0.0,-0.1333162933299111,0.0,0.0,0.0,0.0,0.0,0.0,-0.16903314671204417,-0.16472629006964634,0.0,0.0,0.20047469802986562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08968468542794467,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_mCAF,-0.6118772069174907,0.0,0.0,0.0,-0.4092907664905967,0.0,0.0,-0.8084756315671093,0.0,0.0,0.0,-0.18581086743700434,-0.20131950141349325,0.0,0.0,-0.36322920528296115,-0.5531690314714754,0.0,0.0,0.0,-0.48113513771241556,0.0,-0.2524350472515595,-1.0713922315385394,0.0,0.0,-0.6438894932362462,NSCLC_ALL_176_C_C1_5
final_cell_type_myeloid,-0.44436347691450534,0.0,0.0,0.0,-0.6930394060724658,0.0,0.0,-0.1961577343645084,0.0,0.0,0.0,-0.660197552529032,-1.0202463667417891,0.0,0.0,-0.4320522277613797,-0.8952539645148793,0.0,0.0,0.0,0.0,0.08968468542794467,-0.8953026787858068,-0.09106280411474886,-0.7206323528787439,0.0,-0.20835602579121532,NSCLC_ALL_176_C_C1_5
final_cell_type_neutrophils,-0.8976163199369471,0.0,0.0,0.0,0.0,0.0,0.0,-0.33290261793239934,0.0,0.0,0.0,-1.2894672224206543,-0.8045392824534142,0.0,0.0,-0.9153470001266466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32269371372740135,-0.32927523744460246,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_vCAF,0.0,0.0,0.0,0.0,-0.3431084668119513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07257156538090637,0.0,-0.34286045398265863,-0.20835602579121532,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_5
final_cell_type_B cells,0.0,0.0,0.0,0.0,-0.3973026458168793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13095835077200124,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_Collagen CAF,-0.34615024382995546,0.0,0.0,0.0,-0.22796387516904745,0.0,0.0,0.0,0.0,0.0,0.0,-0.6536259667504151,-0.8234089976991134,0.0,0.0,-0.411075942420015,-0.47555075401808045,0.0,-0.641308258428053,0.0,0.0,0.0,0.0,-0.4443612031125465,-0.39796764630491765,0.0,-0.4712304673357101,NSCLC_ALL_176_C_C1_6
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_PDPN CAF,0.0,0.0,0.0,0.0,-0.48881633584799683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3607779328978234,0.0,0.0,0.0,0.0,-0.8797585589965247,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_SMA CAF,0.0,0.0,0.0,0.0,-0.34628967096162416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5385847806824251,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
